"id","name","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","review_scores_rating","neighbourhood","listing_url"
9592800,"Outstanding location, 2BR warm home",37.7586165221231,-122.423829021446,"House","Entire home/apt",5,1.5,2,2,450,100,"Mission District","https://www.airbnb.com/rooms/9592800"
11115880,"Sunny Spacious Edwardian Flat",37.7547198799971,-122.410339739013,"Apartment","Entire home/apt",4,1,2,2,350,99,"Mission District","https://www.airbnb.com/rooms/11115880"
1584021,"2 Bedroom on Mission's best block",37.7666264064156,-122.420195470579,"Apartment","Entire home/apt",4,1,2,2,395,98,"Mission District","https://www.airbnb.com/rooms/1584021"
400433,"Stylish renovated Mission Condo",37.7601598173077,-122.422646639457,"Apartment","Entire home/apt",4,2,2,2,325,100,"Mission District","https://www.airbnb.com/rooms/400433"
23540,"Modern in-Law Unit in the Happening",37.7506503294557,-122.419838209144,"Apartment","Entire home/apt",5,1,2,4,225,95,"Mission District","https://www.airbnb.com/rooms/23540"
1203062,"2 BR in the heart of the Mission!",37.7559869814535,-122.422198410891,"Apartment","Entire home/apt",4,1,2,4,225,100,"Mission District","https://www.airbnb.com/rooms/1203062"
3605535,"2BR Garden flat in the heart of SF",37.7580940316978,-122.421120083905,"Apartment","Entire home/apt",4,1,2,2,650,100,"Mission District","https://www.airbnb.com/rooms/3605535"
20011801,"Quirky and quiet hideaway in Noe / Mission",37.7487086007654,-122.423718500766,"Condominium","Entire home/apt",4,1,2,2,209,100,"Noe Valley","https://www.airbnb.com/rooms/20011801"
16603222,"2 Bd+loft bed in HOT Victorian Mission district",37.7533593669767,-122.417071449779,"Apartment","Entire home/apt",4,1,2,3,175,95,"Mission District","https://www.airbnb.com/rooms/16603222"
16324639,"Heart of the Mission New Cozy Charmer",37.7599323138747,-122.421366691908,"Condominium","Entire home/apt",4,1,2,2,250,92,"Mission District","https://www.airbnb.com/rooms/16324639"
2628017,"2 BR Sun Filled Mission Victorian",37.7594796855216,-122.419328296201,"Apartment","Entire home/apt",4,2,2,2,200,100,"Mission District","https://www.airbnb.com/rooms/2628017"
6052238,"Edwardian Flat, Mission Dolores",37.7698654645418,-122.425531730232,"Apartment","Entire home/apt",4,1.5,2,2,350,100,"Mission District","https://www.airbnb.com/rooms/6052238"
693721,"Beautiful Sunny Valencia / Mission Apartment",37.7597154967072,-122.420925247445,"Apartment","Entire home/apt",7,2,2,2,500,99,"Mission District","https://www.airbnb.com/rooms/693721"
6886839,"Rarely Available! Artist Retreat with Fireplace",37.7556954732752,-122.414486413181,"Condominium","Entire home/apt",4,1,2,2,249,100,"Mission District","https://www.airbnb.com/rooms/6886839"
14341440,"Heart of Mission - 2 bdrm, 1 bath - baby Victorian",37.7527043058317,-122.411517040098,"Apartment","Entire home/apt",4,1,2,2,230,99,"Mission District","https://www.airbnb.com/rooms/14341440"
1152027,"Welcome to your COZY Mission 2 bedroom home!",37.7508820080575,-122.406910810953,"House","Entire home/apt",6,1.5,2,2,150,90,"Mission District","https://www.airbnb.com/rooms/1152027"
5821380,"Mission District 2 bdr flat w/ yard",37.7578580127004,-122.417776429907,"Apartment","Entire home/apt",5,1,2,2,350,99,"Mission District","https://www.airbnb.com/rooms/5821380"
14406178,"Beautiful Spacious apartment in the Noe Valley",37.7558165175264,-122.424212493136,"Apartment","Entire home/apt",3,1,2,2,200,96,"Mission District","https://www.airbnb.com/rooms/14406178"
8053481,"Spacious 2BR/2BATH w/Shared Kitchen",37.7541662069407,-122.421533611239,"Apartment","Entire home/apt",4,2,2,3,229,98,"Mission District","https://www.airbnb.com/rooms/8053481"
1937575,"Spacious Sunny 2BD Mission Jewel",37.757704881374,-122.408411434717,"Apartment","Entire home/apt",2,1,2,2,172,93,"Mission District","https://www.airbnb.com/rooms/1937575"
9465129,"Lovely 2 bdrm in the Misson",37.7557413279426,-122.411558866848,"House","Entire home/apt",6,1,2,2,100,100,"Mission District","https://www.airbnb.com/rooms/9465129"
8228206,"NEW! Large 2 BR Flat in the Mission",37.7565984851242,-122.41417895308,"Condominium","Entire home/apt",5,1,2,3,305,96,"Mission District","https://www.airbnb.com/rooms/8228206"
1232133,"Beautiful Apartment, Heart of Mission! 2bd/2ba",37.7597993751872,-122.420301315557,"Apartment","Entire home/apt",4,2,2,2,250,95,"Mission District","https://www.airbnb.com/rooms/1232133"
4165508,"2Br 1Ba on Sunny Valencia Corridor",37.7599045491719,-122.420162555725,"Apartment","Entire home/apt",6,1,2,4,300,96,"Mission District","https://www.airbnb.com/rooms/4165508"
937842,"Casa Quixote Mission flat w/parking",37.7599113855024,-122.410648648697,"Apartment","Entire home/apt",4,1.5,2,3,225,94,"Mission District","https://www.airbnb.com/rooms/937842"
7933407,"2 BR Upper Level Flat in the Mission!",37.7646239156546,-122.406751586216,"House","Entire home/apt",4,1,2,2,225,96,"Potrero Hill","https://www.airbnb.com/rooms/7933407"
8866344,"2 BR with Parking and Rooftop Pool in Mission",37.7679696683924,-122.419750554946,"Condominium","Entire home/apt",2,1,2,2,159,100,"Mission District","https://www.airbnb.com/rooms/8866344"
7309656,"Sunny Victorian Mission Flat",37.7534733711914,-122.419395662106,"Condominium","Entire home/apt",5,1.5,2,2,295,97,"Mission District","https://www.airbnb.com/rooms/7309656"
6261031,"Sunny Simplicity in the Mission",37.7539335458531,-122.417232316554,"Apartment","Entire home/apt",5,1,2,3,349,95,"Mission District","https://www.airbnb.com/rooms/6261031"
3344631,"Mission 2 Bdrm 1890 Victorian Quiet & Lovely St",37.7515348011921,-122.417821426066,"Apartment","Entire home/apt",4,1,2,2,120,91,"Mission District","https://www.airbnb.com/rooms/3344631"
3377936,"Modern huge Mission District 2bd Flat",37.7491108337852,-122.411153140114,"Apartment","Entire home/apt",5,1,2,2,185,97,"Mission District","https://www.airbnb.com/rooms/3377936"
1961036,"19th St & Valencia 2 Bedroom Flat",37.7599508308722,-122.421730326525,"Apartment","Entire home/apt",4,1,2,2,275,98,"Mission District","https://www.airbnb.com/rooms/1961036"
12865389,"GORGEOUS Apartment just off Valencia",37.7529177154433,-122.419049099648,"Apartment","Entire home/apt",4,1.5,2,2,250,100,"Mission District","https://www.airbnb.com/rooms/12865389"
15176444,"Sunny 1200 sq ft top floor near Dolores Park",37.7537896119239,-122.42471820843,"Other","Entire home/apt",4,1,2,3,275,80,"Noe Valley","https://www.airbnb.com/rooms/15176444"
6835097,"Sunny Mission House",37.7507415210056,-122.411317427113,"House","Entire home/apt",4,1,2,2,114,100,"Mission District","https://www.airbnb.com/rooms/6835097"
18875718,"Fabulous, Heart of the Mission 2br Apt + Deck",37.7563269676544,-122.423854930186,"Apartment","Entire home/apt",5,1,2,2,155,93,"Mission District","https://www.airbnb.com/rooms/18875718"
5945605,"Modern Classic in Mission Dolores",37.762913825875,-122.421649880964,"Apartment","Entire home/apt",4,2.5,2,3,565,99,"Mission District","https://www.airbnb.com/rooms/5945605"
150347,"Cute Private 2Br Apt in the Mission",37.7620221109867,-122.418760382421,"Apartment","Entire home/apt",4,1,2,2,179,94,"Mission District","https://www.airbnb.com/rooms/150347"
14074818,"25th/Shotwell Mission District Flat",37.7507803731922,-122.415197412125,"Apartment","Entire home/apt",4,1.5,2,2,250,100,"Mission District","https://www.airbnb.com/rooms/14074818"
1112462,"Upscale, hip apt in SF's Mission",37.7616483389564,-122.420555288912,"Apartment","Entire home/apt",3,1,2,2,350,100,"Mission District","https://www.airbnb.com/rooms/1112462"
865873,"Huge Modern 2BR Apartment, Close to Everything",37.7625189304309,-122.424284587258,"Apartment","Entire home/apt",4,2,2,2,375,97,"Mission District","https://www.airbnb.com/rooms/865873"
8701367,"Stylish HUGE Victorian in the heart of the Mission",37.7504177131915,-122.415119004987,"House","Entire home/apt",3,1,2,2,220,100,"Mission District","https://www.airbnb.com/rooms/8701367"
5591544,"Sunny Modern Flat - Victorian Charm",37.7544578633019,-122.423989014179,"Apartment","Entire home/apt",4,1.5,2,2,250,98,"Noe Valley","https://www.airbnb.com/rooms/5591544"
14075285,"25th and Shotwell/Folsom 1 bedroom",37.7516362704664,-122.413933620645,"Apartment","Entire home/apt",4,1,2,2,150,89,"Mission District","https://www.airbnb.com/rooms/14075285"
662754,"LG SUNNY 2BRDM VICTORIAN, + VIEWS!!",37.7545811894885,-122.409750870394,"Apartment","Entire home/apt",2,1.5,2,2,268,100,"Mission District","https://www.airbnb.com/rooms/662754"
10945139,"Center of SF near Mission & Castro!",37.7708783383034,-122.423416862853,"Apartment","Entire home/apt",4,2,2,2,254,100,"Mission District","https://www.airbnb.com/rooms/10945139"
7389611,"Private Flat in Potrero Hill",37.7618721433726,-122.406193590299,"House","Entire home/apt",4,1,2,2,150,91,"Potrero Hill","https://www.airbnb.com/rooms/7389611"
17626598,"Large, modern and sunny condo in the hip Mission.",37.7590560173358,-122.409058335961,"Apartment","Entire home/apt",5,2,2,2,300,93,"Mission District","https://www.airbnb.com/rooms/17626598"
10207235,"Heart of the mission - 2br Apt.",37.7584405854346,-122.406748228407,"Apartment","Entire home/apt",5,1,2,3,250,92,"Mission District","https://www.airbnb.com/rooms/10207235"
11722263,"Two bedroom house with back deck in quiet area",37.7349976020331,-122.449212860577,"House","Entire home/apt",5,1,2,2,140,97,"Sunnyside","https://www.airbnb.com/rooms/11722263"
2139562,"PARADISE AT SAN FRANCISCO",37.7292508423646,-122.458956594157,"Apartment","Entire home/apt",4,1,2,2,197,91,"Balboa Terrace","https://www.airbnb.com/rooms/2139562"
16339118,"Flash Deal! Large 2 bedroom In-Law in Forest Hill",37.7459412389459,-122.45973523206,"Apartment","Entire home/apt",4,1,2,2,149,91,"Forest Hill","https://www.airbnb.com/rooms/16339118"
4105694,"2 BR + Den, 1.5 Ba; Quiet Area",37.7346264863663,-122.458659921791,"Apartment","Entire home/apt",5,1.5,2,3,200,94,"Sunnyside","https://www.airbnb.com/rooms/4105694"
273960,"2 BR W/Parkg MUNI  2 Major Trans Hubs Shops Cafes",37.7405223874861,-122.459377780557,"Apartment","Entire home/apt",4,1,2,2,110,96,"West Portal","https://www.airbnb.com/rooms/273960"
13226293,"Bight 2 bedroom in law",37.7458697209759,-122.458279882429,"House","Entire home/apt",4,1,2,2,200,90,"Forest Hill","https://www.airbnb.com/rooms/13226293"
4607282,"SF 2 BDR 1.5 bath Apartment w/Ocean Views parking",37.7294448429645,-122.464754541774,"House","Entire home/apt",5,1.5,2,3,250,94,"Balboa Terrace","https://www.airbnb.com/rooms/4607282"
1641060,"Perfect West Portal Private Suite! ",37.7393155620976,-122.462111335034,"Apartment","Entire home/apt",4,1,2,3,225,96,"Balboa Terrace","https://www.airbnb.com/rooms/1641060"
20563658,"Lovely Garden Apartment in West Portal",37.7425337603403,-122.464509648471,"Apartment","Entire home/apt",3,1,2,2,165,96,"West Portal","https://www.airbnb.com/rooms/20563658"
13315189,"Beautiful apartment with Victorian Charm",37.785085705751,-122.470772824453,"Apartment","Entire home/apt",2,1,2,1,190,97,"Richmond District","https://www.airbnb.com/rooms/13315189"
4956697,"Sunny 2br/1Ba w/Garden STR-(PHONE NUMBER HIDDEN)",37.7781825778314,-122.476453953982,"Apartment","Entire home/apt",3,1,2,2,125,89,"Richmond District","https://www.airbnb.com/rooms/4956697"
14255278,"Charming Victorian / flexible long term dates",37.7793079313957,-122.461605718894,"House","Entire home/apt",6,1.5,2,2,600,100,"Richmond District","https://www.airbnb.com/rooms/14255278"
522115,"Sunny and spacious, 1 Bed Apt.",37.7827045072667,-122.466296501794,"Apartment","Entire home/apt",4,1,2,1,165,93,"Richmond District","https://www.airbnb.com/rooms/522115"
8996945,"Sunny two-bedroom apartment near Golden Gate park",37.7787067018774,-122.460057322556,"Apartment","Entire home/apt",4,1,2,2,169,98,"Richmond District","https://www.airbnb.com/rooms/8996945"
13893720,"Naturally Lit 2BR apt w/ Great Kitchen + Backyard!",37.7752538635937,-122.465008449504,"Apartment","Entire home/apt",4,1,2,2,300,90,"Richmond District","https://www.airbnb.com/rooms/13893720"
17301795,"Beautiful Modern Inner Richmond SF 2bdr",37.7777744348556,-122.455306543842,"House","Entire home/apt",4,2,2,2,299,96,"Richmond District","https://www.airbnb.com/rooms/17301795"
10830317,"Inner Richmond Two Bedroom Edwardian",37.7750014176181,-122.466746831482,"Apartment","Entire home/apt",4,1,2,2,200,100,"Richmond District","https://www.airbnb.com/rooms/10830317"
13828725,"Lovely apartment near Golden Gate Park",37.7753200012645,-122.466539801068,"Apartment","Entire home/apt",4,1.5,2,2,350,100,"Richmond District","https://www.airbnb.com/rooms/13828725"
19140351,"Bright and Private 2BR Condo in San Francisco!",37.7740877723945,-122.471538829588,"Condominium","Entire home/apt",4,1,2,2,295,100,"Richmond District","https://www.airbnb.com/rooms/19140351"
20729837,"Remodeled 2 Bedroom next to Golden Gate Park",37.776868491056,-122.466787667988,"Apartment","Entire home/apt",5,1,2,2,150,100,"Richmond District","https://www.airbnb.com/rooms/20729837"
7344289,"The Garden oasis by Golden Gate Park",37.7811805802581,-122.466333407701,"Apartment","Entire home/apt",9,1,2,5,400,96,"Richmond District","https://www.airbnb.com/rooms/7344289"
11474754,"Two-Floor Home-like Executive Rental",37.7792831197792,-122.452804082711,"Apartment","Entire home/apt",4,2,2,2,400,98,"Richmond District","https://www.airbnb.com/rooms/11474754"
10968474,"MODERN SF HOME 2 BEDROOM",37.7789102465268,-122.472943590571,"Apartment","Entire home/apt",6,1,2,4,245,93,"Richmond District","https://www.airbnb.com/rooms/10968474"
15327674,"Upscale 2 Bedroom/1.5 Bath with Private Entry",37.7765328766318,-122.473873979743,"Apartment","Entire home/apt",4,1.5,2,2,295,98,"Richmond District","https://www.airbnb.com/rooms/15327674"
1174346,"Entire home/apt in San Francisco",37.7780567453686,-122.458539236758,"Apartment","Entire home/apt",4,1,2,2,250,93,"Richmond District","https://www.airbnb.com/rooms/1174346"
11531128,"2BR Family Home next to Park",37.7755834610888,-122.455188290971,"House","Entire home/apt",6,1,2,4,289,94,"Richmond District","https://www.airbnb.com/rooms/11531128"
